~~ pass : , 044*4591B#9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*613#575969C438034946C0A8C.wav" decoded to "*613#575969C43803446C0A8C" instead of "*613#575969C438034946C0A8C"
~~ pass : , 387B9691521
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9565B9C39C7540C486#8B0198.wav" decoded to "9565B9C39C7540C46#8B0198" instead of "9565B9C39C7540C486#8B0198"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/BA9265BB5A80#41#7A8224445831*91C#8BB69.wav" decoded to "BA9265BB5A80#41#7A822444831*91C#8BB69" instead of "BA9265BB5A80#41#7A8224445831*91C#8BB69"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8758*6*7B5CA#4B6B9A9*4C3737700370#60*813*66597901.wav" decoded to "8758*6*7B5CA#4B6B9A9*4C3737700370#60*8113*66597901" instead of "8758*6*7B5CA#4B6B9A9*4C3737700370#60*813*66597901"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/39CC4C3#5371CB72C7A98*AC#6289C82C06499865A.wav" decoded to "39CC43#5371CB72C7A98*A##6289C82C0649986A" instead of "39CC4C3#5371CB72C7A98*AC#6289C82C06499865A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/085A799*93B4648*72236577B56B1CABC48B8C85A0BC509.wav" decoded to "085A799*3B4648*72236577B5B1CAB48B8C85A0BC5009" instead of "085A799*93B4648*72236577B56B1CABC48B8C85A0BC509"
~~ pass : , 129A8A#68*C2A600825C##80847A3B4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/34980306AB19B383#76254*9587#23.wav" decoded to "34980306AB19B83#7625*9587##23" instead of "34980306AB19B383#76254*9587#23"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9763A7C2A197C.wav" decoded to "9763A7C2197C" instead of "9763A7C2A197C"
~~ pass : , 9C8915487
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/CA9C000C00025.wav" decoded to "A9C000C00025" instead of "CA9C000C00025"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/880519#884#*1B4274289*29*B572550#7A#0B*5A6BA579*0.wav" decoded to "880519#88#*1B42289*29*B572550#7A#0B*5A6BA579*0" instead of "880519#884#*1B4274289*29*B572550#7A#0B*5A6BA579*0"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1C2A854B8B47.wav" decoded to "1C2A85B8B47" instead of "1C2A854B8B47"
~~ pass : , A#2852B
~~ pass : , 42#CA9C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/44458.wav" decoded to "458" instead of "44458"
~~ pass : , 600394921
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/656774#B20#8C#8C*BAA4609C775#168A2*B.wav" decoded to "656774#B20#8C#8C**BAA4609C775#168A2*B" instead of "656774#B20#8C#8C*BAA4609C775#168A2*B"
~~ pass : , 3A5C90AA62484#C8
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A12#08B9412366C85604C18BB0A718B#744A05#*0B3B##6A3.wav" decoded to "A12#08B9412366C85604CBB0A718B#744A05#*0B3B##6A3" instead of "A12#08B9412366C85604C18BB0A718B#744A05#*0B3B##6A3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9481CB2865795#2C42B.wav" decoded to "9481CB2865795#2C42" instead of "9481CB2865795#2C42B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#C05#B#6A812#89#.wav" decoded to "#C05#B#6A812#9#" instead of "#C05#B#6A812#89#"
~~ pass : , 95C36
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1#213122B250*68C02C2.wav" decoded to "1#2113122B250*8C02C2" instead of "1#213122B250*68C02C2"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5*66*C08#C553C82**342.wav" decoded to "5*66**C08#C55382**322" instead of "5*66*C08#C553C82**342"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7874#3391#188C703C76A060A8C##B38#A1A459*#6A*67.wav" decoded to "7874#3391#188C703C76A0060A8C##B38#A1A459*#6A*67" instead of "7874#3391#188C703C76A060A8C##B38#A1A459*#6A*67"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/85B5464245#1C893#07A9*1#C0101#C3*696.wav" decoded to "85B5464245#1C893#0A9*1#C0101##C3*696" instead of "85B5464245#1C893#07A9*1#C0101#C3*696"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/3B430A896A941B32BB33#10152A787.wav" decoded to "3B30A896A9411B32BB33#10152A787" instead of "3B430A896A941B32BB33#10152A787"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/86A96#47266*.wav" decoded to "6A6#472266*" instead of "86A96#47266*"
~~ pass : , 91CB99#3CCCC7257270C2*181
~~ pass : , 064#*14724A543C74419866C*28#0#A7183*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/41##1A52C*02A7A55*41C301*#4A93*1*#B1#8996352*3148.wav" decoded to "41##1A52C*02A7A55*41C301*#4A93*1*#B1#89963522*3148" instead of "41##1A52C*02A7A55*41C301*#4A93*1*#B1#8996352*3148"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/ABB9B*830062*17#7679.wav" decoded to "ABB9B*830062*17#769" instead of "ABB9B*830062*17#7679"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/97BA919BA528#C8768451B0289#8#5818#509*9540A#.wav" decoded to "97BA91BA528#876851B0289##5818#509*9540A#" instead of "97BA919BA528#C8768451B0289#8#5818#509*9540A#"
~~ pass : , 443C94658C745
~~ pass : , *7A1#8
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A28755*3#406CB.wav" decoded to "A28755*3##406CB" instead of "A28755*3#406CB"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/3075A7AB18#*37C*C52C6*#3A5A27A20.wav" decoded to "3075A7AB18#**37C*C52C6*#3AA5A27A20" instead of "3075A7AB18#*37C*C52C6*#3A5A27A20"
~~ pass : , 9A65#3
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9C53CBB682B584*38AB9A4*C5323C5##47#7CB32A4.wav" decoded to "C53CB682B584*38AB9A4*C53323C5##47#7CB32A4" instead of "9C53CBB682B584*38AB9A4*C5323C5##47#7CB32A4"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/977#1AB.wav" decoded to "977#1A" instead of "977#1AB"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/3556B5977C5#184670854A57BA2A.wav" decoded to "356B577C5#1846085457BA2A" instead of "3556B5977C5#184670854A57BA2A"
~~ pass : , C7*4B9#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/013B3C0#21#*925#5B61.wav" decoded to "013B3C0#2211#*925#5B1" instead of "013B3C0#21#*925#5B61"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/267C4A8A3**B77064548AA.wav" decoded to "267C4A8A3**B7704548AA" instead of "267C4A8A3**B77064548AA"
~~ pass : , 2882B*20437*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/13577854*0A#246584C50#08290A3*B604#81B7728.wav" decoded to "13577854*0A#246584C50#08290A*B604#81B7728" instead of "13577854*0A#246584C50#08290A3*B604#81B7728"
~~ pass : , 1A94B039
~~ pass : , 31AA37CCAC*0*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C1A6186435A9B32*A1767404C82022A052B.wav" decoded to "C1A6186435A9B32*A1767404C820222A0052B" instead of "C1A6186435A9B32*A1767404C82022A052B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B924#17#66A5B.wav" decoded to "B924#117#66A5B" instead of "B924#17#66A5B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/59826AA5495B7C803732A*C25921*153782#8818B8##.wav" decoded to "59826AA595B7803732A*C259221*153782#8818B8##" instead of "59826AA5495B7C803732A*C25921*153782#8818B8##"
~~ pass : , 8***A3AB3C29
~~ pass : , 6B56*#3234449C614050#C3082045976A8B48#0592B
~~ pass : , 4##9644
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8*#3669CBAB5#B55B352B4#1#80*8C4#*B14#.wav" decoded to "8*#3669CBAB5#B55B32B4#1#80*8C4#*B14#" instead of "8*#3669CBAB5#B55B352B4#1#80*8C4#*B14#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/12C*5C322AB2**8B2*9C6AA93A6A#192*AC.wav" decoded to "12C*5C322AAB2**8B2*9C6AAA93A6A#192*AC" instead of "12C*5C322AB2**8B2*9C6AA93A6A#192*AC"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C5CC45C79*37*0#*83CA4523239*CB5.wav" decoded to "C5CC45C79*37*0#*83CA423239*5" instead of "C5CC45C79*37*0#*83CA4523239*CB5"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/42A*A3A200BBB6577103202#759A.wav" decoded to "42A*A3A2000BBB6577103202#759A" instead of "42A*A3A200BBB6577103202#759A"
~~ pass : , 5*40093*769BC4
~~ pass : , 2#59147
~~ pass : , 0913*50C09##C1*9**79582*772
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*25268AC2*540*B5669#8A194#7556A88#1B3A8A02.wav" decoded to "*25268ACD2*540*B669#8A194#7556A88#1B3A8A02" instead of "*25268AC2*540*B5669#8A194#7556A88#1B3A8A02"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/76*3110169061430C16.wav" decoded to "76*31101169061430C16" instead of "76*3110169061430C16"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/AB8C56#B7558B1A0BA47.wav" decoded to "AB8C56#7558B1A0BA47" instead of "AB8C56#B7558B1A0BA47"
~~ pass : , #C468A51AAB071C44#36A5648*A305#87B*2C17C
~~ pass : , 4175BC*60368*529C8
~~ pass : , 5003#2C969505*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/693535B122B437*7486B6#61703C733AA29932B2A#52.wav" decoded to "693535B122437*7486B6#61703C733AA299322A#52" instead of "693535B122B437*7486B6#61703C733AA29932B2A#52"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/521#CC45280AAC0152A81214994480*0#8.wav" decoded to "521#C45280AAC01152A8121499480*0#8" instead of "521#CC45280AAC0152A81214994480*0#8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*3080.wav" decoded to "*33080" instead of "*3080"
~~ pass : , C0686C672A5#2B#231
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/15766AA#59A247C2B9B04#CC85421114529A28253.wav" decoded to "15766AA#59A247C2904#CC8421114529A28253" instead of "15766AA#59A247C2B9B04#CC85421114529A28253"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/02*17302C2#6297.wav" decoded to "02*173302C2#6297" instead of "02*17302C2#6297"
~~ pass : , 5776780C591
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/55347237B9**687047B*96C.wav" decoded to "55347237B9**6870047B*96C" instead of "55347237B9**687047B*96C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/895693#BAB*A23*217456#C0B*865*##3CB*04C4B1233.wav" decoded to "895693#BAB*A23*217456#C0B*86*##3CB*04C4B1233" instead of "895693#BAB*A23*217456#C0B*865*##3CB*04C4B1233"
~~ pass : , 817676650832*5BA*C0#292B5CBC5#*1
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/85C6A1396*32163192.wav" decoded to "85C6A139*32163192" instead of "85C6A1396*32163192"
~~ pass : , AA48CBAA54115089605
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#*2*B4*A#AC043.wav" decoded to "#*2*B4*A#AC0433" instead of "#*2*B4*A#AC043"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/318**73627A6#16#*C9#2C.wav" decoded to "18**7327A6#16#*C9#2" instead of "318**73627A6#16#*C9#2C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/2B#6784C16.wav" decoded to "2B#6784C116" instead of "2B#6784C16"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/16AC125C40054B102.wav" decoded to "16AC1125C0054B102" instead of "16AC125C40054B102"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/4A95#B191B9CA038*7337B*8*0464849A370.wav" decoded to "4A95#B191B9CA038*737B*8*0464849A370" instead of "4A95#B191B9CA038*7337B*8*0464849A370"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/2CC2B4191B36*1AC*77551#65C98BB16B71A5*411B88B30#8.wav" decoded to "2CC2B191B36*1AC*77551#65C98BB1B71A5*411B88B30#8" instead of "2CC2B4191B36*1AC*77551#65C98BB16B71A5*411B88B30#8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B879087778C0*67278C71B378152#16CB38.wav" decoded to "879087778C0*67278C71B37812##16CB38" instead of "B879087778C0*67278C71B378152#16CB38"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/90*72B55B**A38.wav" decoded to "90*722B5B**A38" instead of "90*72B55B**A38"
~~ pass : , 85B2#9713871380019CB*8BB3
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#ACC053#C*8#C4278BB69514#.wav" decoded to "#ACC053#*8#C4278BB69514#" instead of "#ACC053#C*8#C4278BB69514#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7985A*3C0BBC840*67#A2B6689562B5#6#1.wav" decoded to "7985A**3C0BB840*67#A2B6689562B5#6#1" instead of "7985A*3C0BBC840*67#A2B6689562B5#6#1"
~~ pass : , 5642A236CC**
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/10348B81*3#5*71832C75*7.wav" decoded to "110348B811*3#5*71832C7*7" instead of "10348B81*3#5*71832C75*7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/373B02A262A5*B9338743C07B6027B4A30*77C#A60.wav" decoded to "373B02A262A5*B938743C07B60274A330*77C#A60" instead of "373B02A262A5*B9338743C07B6027B4A30*77C#A60"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/*6C0CC381254*818*.wav" decoded to "*6C0CC3812254*818*" instead of "*6C0CC381254*818*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/78*C21558B9075#3BBB3A825CB70076CAC1B8C*6.wav" decoded to "78*2155B9075#3BBB3A825CB70076CAC1B8C*6" instead of "78*C21558B9075#3BBB3A825CB70076CAC1B8C*6"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/66B59#3C2A67025A0650#29.wav" decoded to "66B59#32A67025A0650#29" instead of "66B59#3C2A67025A0650#29"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1191B06.wav" decoded to "1191B0" instead of "1191B06"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/1C#574315A8925#B.wav" decoded to "1C#57315A8925#B" instead of "1C#574315A8925#B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/990*BAA49B74C55#914#4**1B2257**A52*2.wav" decoded to "990*BAAA49B74C55#914#4**112257**A52*2" instead of "990*BAA49B74C55#914#4**1B2257**A52*2"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8566664B799180#703#743903*B*#1A.wav" decoded to "8566664B799180#70##743903*B*#1A" instead of "8566664B799180#703#743903*B*#1A"
~~ pass : , #09*96#71876C
~~ pass : , 0#6C753*A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/0247#*91*45A3*A*80.wav" decoded to "0247#*91*453*A*80" instead of "0247#*91*45A3*A*80"
~~ pass : , 1858A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B65AC8*41C28#A886##A*8974B401A8C3C32.wav" decoded to "B65AC8*41C28#A886##A*8974B401A83C32" instead of "B65AC8*41C28#A886##A*8974B401A8C3C32"
~~ pass : , 5B7B71288C#5#5761519#B
~~ pass : , 3673726AB24B#
~~ pass : , 74CC18C796202631#8
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/B06A495475C1356*6232#AB52C6*4A77A5C*0C.wav" decoded to "B0649575C1356*6232#AB52C6*4A77AC*0C" instead of "B06A495475C1356*6232#AB52C6*4A77A5C*0C"
~~ pass : , 1A5A#7
~~ pass : , 63C*4*A0A#B2
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/24805#9*62#592B01290*6088C37B0210A5A320340B8C8.wav" decoded to "24805#9*62#592B01290*6088C3370210A5A3203400B8C8" instead of "24805#9*62#592B01290*6088C37B0210A5A320340B8C8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8250150173*100A075537*#3.wav" decoded to "825010173*1100A075537**#3" instead of "8250150173*100A075537*#3"
~~ pass : , 667A380333AC#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/336ACA*C1*795C1A2BB6B720C2A81A19B68.wav" decoded to "336ACA*C1*795C1A2BB6B720C2A8119B68" instead of "336ACA*C1*795C1A2BB6B720C2A81A19B68"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/4A9793#302074**90#5A72B3AB43435C44CB94A.wav" decoded to "4A9793#302074***90#5A72B3B4343C44CB94A" instead of "4A9793#302074**90#5A72B3AB43435C44CB94A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/72C0AA71B1*1C7*23B9A70A7BA55B9*.wav" decoded to "7C0AA71B1*1C7*23B9A70A7BA559*" instead of "72C0AA71B1*1C7*23B9A70A7BA55B9*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/A16382C#038691932449632453.wav" decoded to "A16382C#0338911932449632453" instead of "A16382C#038691932449632453"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/8#7A**322C9288746A733B9BB*0*397C75.wav" decoded to "8#7A**322C92874A733B9BB*0*397C75" instead of "8#7A**322C9288746A733B9BB*0*397C75"
~~ pass : , 84*80A*1B4#315802400
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/#A3A1CC7040###A32#820C5.wav" decoded to "#A3A1CC7040###A32820C5" instead of "#A3A1CC7040###A32#820C5"
~~ pass : , 508818C64#6#147*#03760*B#2A9AC782
~~ pass : , 4A91A*5C575
~~ pass : , 58042
~~ pass : , 1903AC7058A830
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/9C176686#C32A4682CC7C*98B#5#C7C24.wav" decoded to "9C176686##C32A462CC7C*98B#5#C7C24" instead of "9C176686#C32A4682CC7C*98B#5#C7C24"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/150B496962A915.wav" decoded to "110B496962A915" instead of "150B496962A915"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/37771BAB#9.wav" decoded to "37771AB#9" instead of "37771BAB#9"
~~ pass : , #C211341#3B#**24CB63#9#14BC63B4
~~ pass : , BA72#3CC2680##84438956177767C1ABA1
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5019468B56349##B1#B06937445#CB56.wav" decoded to "5019468B549##B1#B0693745#CB6" instead of "5019468B56349##B1#B06937445#CB56"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/36#9CC0A#84#0873394BB048A40C7.wav" decoded to "36#9CCA#84#073394BB048A40C7" instead of "36#9CC0A#84#0873394BB048A40C7"
~~ pass : , BB#557C061A*B#698#768
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/5774#C49C6C662358*31#8162#68#8355*B5C#9465C55C.wav" decoded to "574#C49C6C6622358**31#8162#68#8355*B5C#9465C55C" instead of "5774#C49C6C662358*31#8162#68#8355*B5C#9465C55C"
~~ pass : , 2*2#3AC70B
~~ pass : , BA7711ACC03560B0
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/276*91269B82A#4B94932#6926*.wav" decoded to "27*912269B82A#4B949322#6926**" instead of "276*91269B82A#4B94932#6926*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/C158*802*80C76A*3B8A7939742978A58269*8C5AA2.wav" decoded to "C158*02*80C76A*3B8A7939742978A58269*8C5AA2" instead of "C158*802*80C76A*3B8A7939742978A58269*8C5AA2"
~~ pass : , C6CC6C565B46*8#98201#1C5
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/7A5666B134#3522C.wav" decoded to "7A5666B134#3222C" instead of "7A5666B134#3522C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/36CC4085CAC78AB#9821201B448C1650#A22302B36*.wav" decoded to "3C085CAC78AB#9821201B448C1650#A2230236*" instead of "36CC4085CAC78AB#9821201B448C1650#A22302B36*"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/516473.wav" decoded to "51643" instead of "516473"
~~ pass : , 3*A1*580179*138081*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-1dBm to 0dBm/685B42088#12A80962244A6#A1*5*6040B5614.wav" decoded to "68B42088#12A80962244A6#A1*5*6040B5614" instead of "685B42088#12A80962244A6#A1*5*6040B5614"
